# wf(GeV)   dW/dwf xi=0.5         dW/dwf xi=1.0           dW/dwf xi=1.5         dW/dwf xi=2.0             dW/dwf xi=5.0            dW/dwf xi=10.0           dW/dwf xi=16.0
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.001	0.020671272749266802	0.08266761018224168	0.1859365975788642	0.330390969440509	2.0527785959105507	8.040825216494518	19.721245657994675
0.101	0.019953096098161212	0.07814488786280717	0.1698415320325058	0.2880064896908047	1.1964227625211952	3.4802011568436124	5.406125801094539
0.201	0.019256074737384957	0.0738981185192104	0.15556081434157673	0.2533888055065837	1.4704363637716877	2.3368539455528916	2.7375187433128545
0.301	0.018580786721849728	0.06992589300820701	0.1430140185966148	0.2258732982010959	0.7232231051631105	1.8870305575788466	1.133353981987633
0.401	0.0179278415489463	0.06622769871395606	0.13214180333437034	0.20505435037042635	0.8887658853844634	1.4586424401452474	0.11084445111354868
0.501	0.017297882329219617	0.06280399495494043	0.12290687047599169	0.1907923585421875	0.8789372014058242	1.063391883232911	2.37977913372361e-8
0.601	0.01669158812707672	0.05965629872745906	0.11529539269937127	0.18323502230966554	0.6669494089495871	0.7447221117817162	0.
0.701	0.016109676486427277	0.056787282281728226	0.1093189972345019	0.1828561013758107	0.6559109456236567	0.5193296185464019	0.
0.801	0.015552906157605644	0.054200884260089094	0.10501741675116756	0.19051630071400572	0.5462607197900555	0.3294584914680498	0.
0.901	0.015022080043529226	0.05190243639964219	0.10246194653355876	0.2075529513447939	0.5314728266356908	0.14753434466123141	0.
1.001	0.014518048384825736	0.049898808120946186	0.10175988311673756	0.23590792731097426	0.4703122068154737	0.029416522048946618	0.
1.101	0.014041712205634922	0.04819857169872179	0.10306016507368765	0.27830710318045376	0.45052126706993195	0.0009839442075783738	0.
1.201	0.013594027043979677	0.046812191149966126	0.10656049437871928	0.33851007741125616	0.41212400241425123	2.1653656726689584e-7	0.
1.301	0.013176006993033841	0.045752238491658326	0.11251629022366588	0.42165653840398176	0.38807095087095883	0.	0.
1.401	0.012788729082319204	0.0450336416289273	0.1212519208694443	0.10277951503562884	0.3575495794427427	0.	0.
1.501	0.012433338030875048	0.044673968852679644	0.13317477900379798	0.10580469205383103	0.3315638504743451	0.	0.
1.601	0.012111051407797738	0.044693755774346124	0.14879291990203797	0.10990661640879329	0.30325472941253473	0.	0.
1.701	0.01182316523928893	0.04511688153003985	0.1687371796300223	0.1150284519173745	0.27663684222543905	0.	0.
1.801	0.011571060105526028	0.045971002277750785	0.1937889459853946	0.1209351200042639	0.24999443941072605	0.	0.
1.901	0.01135620777533421	0.04728805142641057	0.22491508553279557	0.12711693559020074	0.2249648457174615	0.	0.
2.001	0.01118017843185771	0.04910481771983774	0.052225572438136365	0.13263891648846263	0.2013860589501499	0.	0.
2.101	0.011044648548269767	0.05146361430647808	0.053145086550349684	0.1359082573282288	0.1797503729976292	0.	0.
2.201	0.010951409479108812	0.05441305432414776	0.05431571920808352	0.13431809672339157	0.15997944979630674	0.	0.
2.301	0.010902376840174302	0.05800895139897845	0.05574343442596377	0.12370377877790718	0.14188799600737576	0.	0.
2.401	0.010899600758166416	0.062315366898789894	0.05741766621890682	0.09751421172720491	0.12514558583924723	0.	0.
2.501	0.010945277080530169	0.06740582991486781	0.05930565150698108	0.08183111196785306	0.10930785763719748	0.	0.
2.601	0.011041759646406432	0.07336476092188984	0.06134452071261454	0.08431438665262393	0.09399878932896345	0.	0.
2.701	0.01119157373135784	0.08028913606715335	0.06343036319399661	0.08638303920808411	0.07893687201039352	0.	0.
2.801	0.011397430791812335	0.08829043629359917	0.06540320064652735	0.08765894997831386	0.0640708299098061	0.	0.
2.901	0.011662244650157791	0.09749693428591848	0.06702641245985558	0.08768957651565698	0.04961832815413363	0.	0.
3.001	0.011989149278374947	0.018370306983561024	0.0679586224108649	0.08600430510844731	0.03607487668043235	0.	0.
3.101	0.012381518357287274	0.01858981858121443	0.06771531960865097	0.08225177743644999	0.02412671609240749	0.	0.
3.201	0.012842986810262354	0.018845229282862513	0.06561646917330499	0.07648993607710826	0.014458113401873314	0.	0.
3.301	0.013377474534888705	0.019137358728559168	0.06071495837091133	0.06975598141072265	0.0074982070107581355	0.	0.
3.401	0.013989212584209234	0.01946561110457575	0.05169876456446355	0.06513971589027072	0.003209032640929855	0.	0.
3.501	0.014682772081016005	0.019827646196910114	0.03814118861051621	0.06523911133925393	0.0010586943556639844	0.	0.
3.601	0.01546309618508121	0.02021896751884262	0.03892947920430876	0.06492591689301595	0.00024277508548657193	0.	0.
3.701	0.01633553547469248	0.020632407316993444	0.039631005405027515	0.0638105528626669	0.00003263481746729775	0.	0.
3.801	0.017305887151259806	0.021057483182246824	0.040183035516248404	0.061866954982810335	1.8818944784033658e-6	0.	0.
3.901	0.018380438529985194	0.021479594580832602	0.04050976868833669	0.05922718424733581	2.4709423343506088e-8	0.	0.
4.001	0.019566015341701708	0.02187901950983952	0.04052409454223107	0.056246562040371685	1.5660105712710157e-11	0.	0.
4.101	0.020870035442248473	0.02222966119737118	0.04013252772867739	0.053513160921212395	6.858624060614749e-19	0.	0.
4.201	0.022300568607616422	0.022497481698953284	0.03924554395965013	0.0516655725017447	0.	0.	0.
4.301	0.002113481719614658	0.02263854259619109	0.03779684737402731	0.05070816215990074	0.	0.	0.
4.401	0.002129657492065919	0.022596551751319967	0.03577712291109314	0.049547972272292344	0.	0.	0.
4.501	0.002146956493594257	0.022299787870433057	0.033290965146953656	0.047995521093603846	0.	0.	0.
