0.056100922715098145, 3.1622776601683795e-9, 1.0304861657282319e-12\n 
0.056100922715098145, 3.981071705534969e-9, 2.5884642069113586e-12\n 
0.056100922715098145, 5.011872336272715e-9, 6.50192808767807e-12\n 
0.056100922715098145, 6.309573444801943e-9, 1.6332104835978893e-11\n 
0.056100922715098145, 7.943282347242822e-9, 4.102439211741035e-11\n 
0.056100922715098145, 1.e-8, 1.0304861251819972e-10\n 
0.056100922715098145, 1.2589254117941661e-8, 2.5884640577914453e-10\n 
0.056100922715098145, 1.5848931924611143e-8, 6.501927518262021e-10\n 
0.056100922715098145, 1.9952623149688786e-8, 1.6332102608807057e-9\n 
0.056100922715098145, 2.511886431509582e-8, 4.102438333429381e-9\n 
0.056100922715098145, 3.162277660168379e-8, 1.0304857748239067e-8\n 
0.056100922715098145, 3.981071705534969e-8, 2.588462663462282e-8\n 
0.056100922715098145, 5.011872336272725e-8, 6.50192196461142e-8\n 
0.056100922715098145, 6.30957344480193e-8, 1.6332080492656263e-7\n 
0.056100922715098145, 7.943282347242822e-8, 4.1024295282491407e-7\n 
0.056100922715098145, 1.e-7, 1.0304822694503813e-6\n 
0.056100922715098145, 1.2589254117941662e-7, 2.58844870827235e-6\n 
0.056100922715098145, 1.584893192461114e-7, 6.501866408264864e-6\n 
0.056100922715098145, 1.9952623149688787e-7, 0.00001633185931942173\n 
0.056100922715098145, 2.5118864315095823e-7, 0.00004102341478211453\n 
0.056100922715098145, 3.162277660168379e-7, 0.0001030447216477337\n 
0.056100922715098145, 3.981071705534969e-7, 0.0002588309162269618\n 
0.056100922715098145, 5.011872336272725e-7, 0.0006501310880773792\n 
0.056100922715098145, 6.309573444801942e-7, 0.0016329647820132493\n 
0.056100922715098145, 7.943282347242822e-7, 0.004101461124734237\n 
0.056100922715098145, 1.e-6, 0.010300967794543694\n 
0.056100922715098145, 1.2589254117941661e-6, 0.025869142871195207\n 
0.056100922715098145, 1.584893192461114e-6, 0.06495759295097764\n 
0.056100922715098145, 1.995262314968883e-6, 0.1630755609646462\n 
0.056100922715098145, 2.5118864315095823e-6, 0.409267226347677\n 
0.056100922715098145, 3.162277660168379e-6, 1.0266016592214116\n 
0.056100922715098145, 3.981071705534969e-6, 2.5730238157140386\n 
0.056100922715098145, 5.011872336272725e-6, 6.4406103288860965\n 
0.056100922715098145, 6.309573444801943e-6, 16.088945500772727\n 
0.056100922715098145, 7.943282347242822e-6, 40.06230821088599\n 
0.056100922715098145, 0.00001, 99.25554314908165\n 
0.056100922715098145, 0.000012589254117941661, 243.97492828613775\n 
0.056100922715098145, 0.00001584893192461114, 592.3868885387474\n 
0.056100922715098145, 0.00001995262314968883, 1411.4665877317818\n 
0.056100922715098145, 0.000025118864315095822, 3268.546233038886\n 
0.056100922715098145, 0.000031622776601683795, 7258.300840516046\n 
0.056100922715098145, 0.000039810717055349776, 15192.645263617886\n 
0.056100922715098145, 0.000050118723362727245, 29396.7752084326\n 
0.056100922715098145, 0.00006309573444801929, 51641.556782870604\n 
0.056100922715098145, 0.00007943282347242822, 81309.61641476762\n 
0.056100922715098145, 0.0001, 113789.1474275667\n 
0.056100922715098145, 0.00012589254117941688, 140061.60784941338\n 
0.056100922715098145, 0.00015848931924611142, 148402.6300081524\n 
0.056100922715098145, 0.00019952623149688828, 130241.97408093578\n 
0.056100922715098145, 0.0002511886431509582, 89455.42791705682\n 
0.056100922715098145, 0.00031622776601683794, 44422.335595432276\n 
0.056100922715098145, 0.00039810717055349773, 14225.396332333996\n 
0.056100922715098145, 0.0005011872336272725, 2479.13632216534\n 
0.056100922715098145, 0.0006309573444801943, 180.37960803661812\n 
0.056100922715098145, 0.0007943282347242822, 3.5513381072199017\n 
0.056100922715098145, 0.001, 0.00926236110846329\n 
0.056100922715098145, 0.0012589254117941688, 1.0026039862668618e-6\n 
0.056100922715098145, 0.001584893192461114, 7.047450956163184e-13\n 
0.056100922715098145, 0.001995262314968883, 1.64100194970276e-22\n 
0.056100922715098145, 0.002511886431509582, 1.100348410062427e-37\n 
0.056100922715098145, 0.00316227766016838, 1.1914101233485082e-61\n
