0.1	10164228000.0
0.2	8540525220.0
0.3	6375588179.999998
0.4	4586780880.0
0.5	3926362800.0
0.6	3265944719.999999
0.7	2854864079.9999995
0.8	2526895920.0
0.9	2230452420.0
1.0	2028582900.0
1.1	1826713380.0
1.2	1670909099.9999998
1.3	1530459900.0
1.4	1400327040.0
1.5	1301143200.0
1.6	1201959360.0
1.7	1126947180.0
1.8	1059992219.9999999
1.9	992969820.0
2.0	925745100.0
2.1	858520380.0
2.2	808230600.0
2.3	763585800.0
2.4	719143019.9999999
2.5	675306300.0
2.6	631469579.9999999
2.7	595420560.0
2.8	561967440.0
2.9	530271473.9999999
3.0	503846970.00000006
3.1	477422465.99999994
3.2	454359192.0
3.3	432416327.9999999
3.4	409897955.9999999
3.5	385653059.99999994
3.6	361408163.99999994
3.7	340928579.99999994
3.8	321704099.99999994
3.9	302081657.99999994
4.0	281265330.0
4.1	260449001.9999999
4.2	242185721.99999994
4.3	224773458.00000003
4.4	207875489.9999999
4.5	192520410.0
4.6	177165329.9999999
4.7	166861247.99999997
4.8	158240831.99999994
4.9	150379601.99999997
5.0	144795930.0
5.1	139212257.99999997
5.2	131920421.99999997
5.3	124059197.99999994
5.4	117208175.99999999
5.5	113387759.99999999
5.6	109567343.99999997
5.7	103340813.99999999
5.8	96312245.99999996
5.9	89785715.99999999
6.0	84765300.0
6.1	79744883.99999999
6.2	76763256.0
6.3	74461223.99999999
6.4	71614289.99999999
6.5	67132650.0
6.6	62651009.99999998
6.7	58499981.39999999
6.8	54459156.59999997
6.9	50932618.79999999
7.0	48948941.99999999
7.1	46965265.19999999
7.2	44522403.0
7.3	41926478.999999985
7.4	39453002.99999999
7.5	37346871.0
7.6	35240738.999999985
7.7	33465225.599999994
7.8	31799918.399999987
7.9	30103996.199999988
8.0	28316229.0
8.1	26528461.80000001
8.2	24538655.399999976
8.3	22481502.599999987
8.4	20810065.799999997
8.5	20295777.0
8.6	19781488.200000003
8.7	18863102.99999999
8.8	17810018.999999993
8.9	16603877.999999994
9.0	14938566.0
9.1	13273254.000000006
9.2	12599770.799999997
9.3	12256897.2
9.4	11742603.599999998
9.5	10714050.0
9.6	9685496.399999985
9.7	8895685.799999993
9.8	8185456.1999999955
9.9	7616051.399999999
10.0	7469121.0
10.1	7322190.599999999
10.2	6734446.499999993
10.3	5999764.499999995
10.4	5381405.459999999
10.5	5112015.3
10.6	4842625.139999996
10.7	4701766.679999999
10.8	4603752.119999999
10.9	4383313.679999998
11.0	3795603.5999999996
11.1	3207893.5199999916
11.2	2914012.739999998
11.3	2718075.059999998
11.4	2497668.959999999
11.5	2203857.6
11.6	1910046.239999996
11.7	1689648.4199999978
11.8	1493721.7799999986
11.9	1285557.2999999993
12.0	1040679.3
12.1	795801.2999999966
12.2	642770.0999999987
12.3	520354.4999999991
12.4	459146.34000000043
12.5	581560.5000000001
12.6	703974.6600000018
12.7	716223.9599999998
12.8	691751.6399999999
12.9	636663.2339999995
13.0	489726.57
13.1	342789.90599999786
13.2	232600.43999999893
13.3	134660.0399999993
13.4	67326.5700000001
13.5	91813.88999999998
13.6	116301.21000000036
13.7	85696.12799999947
13.8	36726.91199999965
13.9	0.0
14.0	0.0
14.1	0.0
14.2	0.0
14.3	0.0
14.4	0.0
14.5	0.0
14.6	0.0
14.7	0.0
14.8	0.0
14.9	0.0
15.0	0.0
15.1	0.0
15.2	0.0
15.3	0.0
15.4	0.0
15.5	0.0
15.6	0.0
15.7	0.0
15.8	0.0
15.9	0.0
16.0	0.0
16.1	0.0
16.2	0.0
16.3	0.0
16.4	0.0
16.5	0.0
16.6	0.0
16.7	0.0
16.8	0.0
16.9	0.0
17.0	0.0
17.1	0.0
17.2	0.0
17.3	0.0
17.4	0.0
17.5	0.0
